n	pca1	pca2
2172	99.6023	0.397734
2173	99.6576	0.342438
2174	99.7008	0.299159
2175	99.7985	0.20148
2176	99.8344	0.165555
2177	99.8189	0.181135
2178	99.4417	0.55831
2179	99.4407	0.559287
2180	99.6562	0.343814
2181	99.7316	0.268404
2182	99.8251	0.174934
2183	99.7314	0.268643
2184	99.6704	0.329567
2185	99.7662	0.233787
2186	99.738	0.262012
2187	99.8412	0.158802
2188	99.669	0.331
2189	99.869	0.131011
2190	99.7546	0.245408
2191	99.6659	0.334069
2192	99.8534	0.146624
2193	99.8481	0.151924
2194	99.8851	0.114918
2195	99.8197	0.180293
2196	99.7539	0.246102
2197	99.7915	0.208492
2198	99.8427	0.157274
2199	99.945	0.0549914
2200	99.5815	0.418457
2201	99.9208	0.0791611
2202	99.9493	0.0507267
2203	99.8759	0.124084
2204	99.8544	0.145635
2205	99.932	0.0679773
2206	99.7514	0.248625
2207	99.8682	0.131821
2208	99.9214	0.078608
2209	99.936	0.0639586
2210	99.9427	0.0573124
2211	99.9412	0.058824
2212	99.9216	0.0783782
2213	99.8059	0.194139
2214	99.8995	0.100487
2215	99.8436	0.156431
2216	99.2934	0.706575
2217	99.5969	0.403114
2218	99.9338	0.0662371
2219	99.5795	0.420531
2220	99.4572	0.542787
2221	99.4668	0.533229
2222	99.3142	0.685812
2223	99.1733	0.826662
2224	99.178	0.822012
2225	99.5918	0.408236
2226	99.4551	0.54494
2227	99.6261	0.373866
2228	99.757	0.242966
2229	99.8857	0.11434
2230	99.8878	0.112154
2231	99.8936	0.106441
2232	99.9002	0.0998133
2233	99.7812	0.218798
2234	99.6468	0.353177
2235	99.8159	0.184145
2236	99.8117	0.188349
2237	99.8179	0.182107
2238	99.7831	0.216885
2239	99.7551	0.244868
2240	99.4722	0.527848
2241	99.8956	0.104371
2242	99.7908	0.209207
2243	99.814	0.185965
2244	99.8707	0.129342
2245	99.8747	0.1253
2246	99.8797	0.120321
2247	99.9289	0.0711156
2248	99.8184	0.18164
2249	99.8256	0.174421
2250	99.8314	0.168588
2251	99.5392	0.460823
2252	99.8419	0.158093
2253	99.7941	0.205876
2254	99.7842	0.215822
2255	99.7993	0.200686
2256	99.8788	0.121174
2257	99.8286	0.171403
2258	99.8708	0.129181
2259	99.9579	0.04215
2260	99.8055	0.194501
2261	99.6832	0.316833
2262	99.8341	0.165908
2263	99.863	0.136997
2264	99.934	0.0660427
2265	99.9335	0.0665006
2266	99.8874	0.112556
2267	99.9187	0.0813004
2268	99.7717	0.228271
2269	99.8458	0.154162
2270	99.7065	0.293535
2271	99.7967	0.203295
2272	99.8639	0.136086
2273	91.6342	8.36579
2274	99.5641	0.435926
2275	99.8773	0.122688
2276	99.576	0.423988
2277	99.8027	0.197277
2278	99.6921	0.307889
2279	99.7818	0.21825
2280	99.7313	0.268693
2281	99.7361	0.263877
2282	99.8168	0.183246
2283	99.8385	0.161526
2284	99.8403	0.159748
2285	99.8052	0.19476
2286	99.8725	0.127498
2287	99.8774	0.122613
2288	99.8431	0.156944
2289	99.9531	0.0468933
2290	99.8911	0.108891
2291	99.9181	0.0818958
2292	99.9467	0.0532592
2293	99.8368	0.163226
2294	99.8729	0.127103
2295	99.5714	0.428608
2296	99.9078	0.0922397
2297	99.7228	0.277196
2298	99.9441	0.0559325
2299	99.6025	0.39747
2300	99.5426	0.457415
2301	99.9207	0.0792523
2302	99.8314	0.168565
2303	99.8508	0.149174
2304	99.7673	0.232673
2305	99.7797	0.220278
2306	99.9338	0.0662116
2307	99.839	0.161029
2308	99.9355	0.0644857
2309	99.8598	0.140157
2310	99.8703	0.129749
2311	99.965	0.0350351
2312	99.7878	0.212152
2313	99.7629	0.237131
2314	99.8377	0.162315
2315	99.8489	0.151121
2316	98.7093	1.29066
2317	99.6626	0.337396
2318	99.9421	0.057854
2319	99.7899	0.210144
2320	99.9693	0.0306733
2321	99.4647	0.535271
2322	99.5211	0.478899
2323	99.3369	0.66308
2324	99.1355	0.864532
2325	99.7134	0.286585
2326	99.9408	0.0592235
2327	99.9623	0.0377156
2328	99.8265	0.173503
2329	99.983	0.0169763
2330	99.9494	0.0505839
2331	99.9565	0.0435149
2332	99.9794	0.0206223
2333	99.9879	0.0121487
2334	99.935	0.0649637
2335	99.8941	0.105919
2336	99.8182	0.181824
2337	99.9296	0.0703657
2338	99.9435	0.0565374
2339	99.8652	0.134836
2340	99.2439	0.756094
2341	99.8462	0.153848
2342	99.8795	0.120496
2343	99.8764	0.123647
2344	99.9352	0.0648078
2345	99.8857	0.114279
2346	99.9138	0.0862132
2347	99.9626	0.0373994
2348	99.9771	0.0229406
2349	99.9606	0.0394214
2350	99.9631	0.0368568
2351	99.9746	0.0253538
2352	99.8948	0.105172
2353	99.1728	0.827218
2354	99.4335	0.56654
2355	99.1411	0.858908
2356	99.2711	0.728885
2357	99.5528	0.447166
2358	99.9701	0.0298516
2359	99.944	0.0560079
2360	99.9606	0.039351
2361	99.9193	0.0807005
2362	99.9595	0.0404728
2363	99.9795	0.0205412
2364	99.987	0.0130019
2365	99.9857	0.0143488
2366	99.972	0.027986
2367	99.9756	0.0243876
2368	99.9847	0.0152616
2369	99.8732	0.126844
2370	99.9835	0.016476
2371	99.976	0.0240167
2372	99.8947	0.105256
2373	99.9009	0.0990512
2374	99.9357	0.0642973
2375	99.9629	0.0371415
2376	99.962	0.0380436
2377	99.9429	0.0571248
2378	99.9599	0.0400667
2379	99.9737	0.0263107
2380	99.9333	0.0666734
2381	99.9633	0.0366755
2382	99.8032	0.196792
2383	99.9684	0.0315809
2384	99.9694	0.0305669
2385	99.9721	0.0278845
2386	99.7127	0.287262
2387	99.7335	0.266505
2388	99.8807	0.119304
2389	99.8838	0.116194
2390	99.9332	0.0668323
2391	99.9542	0.0457775
2392	99.9766	0.0234498
2393	99.5871	0.412931
2394	99.9686	0.0314439
2395	99.9634	0.0366428
2396	99.8599	0.140094
2397	99.8958	0.104225
2398	99.8721	0.127923
2399	99.5479	0.452082
2400	99.2848	0.715202
2401	99.6736	0.326431
2402	99.756	0.244003
2403	99.8996	0.100358
2404	99.9671	0.0328628
2405	99.9313	0.0686807
2406	99.6224	0.377581
2407	99.936	0.0639836
2408	99.7697	0.230263
2409	98.5978	1.40225
2410	99.9024	0.0976239
2411	99.9464	0.0536089
2412	99.8598	0.140245
2413	99.4507	0.549279
2414	99.715	0.284996
2415	99.9253	0.0746774
2416	99.292	0.708023
2417	99.9901	0.00992036
2418	99.8281	0.171893
2419	98.7322	1.26781
2420	99.8972	0.102834
2421	99.8412	0.15882
2422	99.9436	0.0564072
2423	99.9505	0.0494759
2424	99.9543	0.045746
2425	99.9451	0.054887
2426	99.729	0.271034
2427	99.9382	0.061784
2428	99.8835	0.116518
2429	99.4354	0.564646
2430	99.9041	0.0959195
2431	97.5532	2.44679
2432	99.7413	0.258689
2433	99.9504	0.0496015
2434	99.8785	0.121494
2435	99.6346	0.365418
2436	99.8048	0.195155
2437	99.8898	0.110241
2438	99.8708	0.129201
2439	99.9332	0.0667685
2440	99.9154	0.0845636
2441	99.8589	0.14114
2442	99.9496	0.0504468
2443	99.9476	0.0524494
2444	99.9442	0.0558168
2445	99.8235	0.176488
2446	99.968	0.0320332
2447	99.7208	0.27918
2448	99.9835	0.0165435
2449	99.9741	0.0259
2450	99.9674	0.0325943
2451	99.9647	0.0352596
2452	99.9555	0.0445401
2453	98.0471	1.95295
2454	98.0141	1.98588
2455	96.9626	3.03737
2456	99.5757	0.424314
2457	98.0207	1.97927
2458	98.0297	1.97029
2459	98.4239	1.57611
2460	99.9606	0.0394134
2461	99.8477	0.152333
2462	99.1676	0.832448
2463	99.83	0.169995
2464	99.5549	0.445115
2465	99.9038	0.0962263
2466	99.9689	0.0311271
2467	99.9665	0.033535
2468	99.9628	0.0371742
2469	99.918	0.0820237
2470	99.9744	0.0255715
2471	99.9419	0.0581408
2472	99.9326	0.0674254
2473	99.9181	0.0818516
2474	99.8525	0.147488
2475	99.6258	0.374153
2476	99.8298	0.170201
2477	99.7095	0.290507
2478	99.8908	0.109242
2479	99.9679	0.0321363
2480	99.9658	0.0342209
2481	99.9004	0.0996162
2482	99.919	0.0809799
2483	99.9776	0.0224273
2484	99.9759	0.0241387
2485	99.9554	0.0445649
2486	99.9779	0.0221365
2487	99.9838	0.0161555
2488	99.9759	0.0240757
2489	99.8667	0.133328
2490	99.5969	0.403106
2491	99.8574	0.14262
2492	99.9308	0.0691929
2493	99.9087	0.0912997
2494	99.8845	0.115539
2495	99.8748	0.125179
2496	99.9509	0.0490574
2497	99.9438	0.0562137
2498	99.9542	0.0458189
2499	99.7497	0.250267
2500	99.8758	0.124162
2501	99.9207	0.0792666
2502	99.8847	0.115336
2503	99.8977	0.102331
2504	99.9451	0.054926
2505	99.9143	0.0856635
2506	99.8694	0.130573
2507	99.8449	0.15514
2508	98.8825	1.11747
2509	99.6657	0.334273
2510	99.5659	0.434116
2511	99.495	0.505033
2512	99.8426	0.157361
2513	99.8307	0.169343
2514	99.922	0.0779894
2515	99.8855	0.114507
2516	99.8631	0.136895
2517	99.792	0.208004
2518	99.906	0.0940384
2519	99.7616	0.23836
2520	99.4588	0.541232
2521	99.4887	0.5113
2522	99.8052	0.194792
2523	99.9662	0.0338462
2524	99.9217	0.0782663
2525	99.9172	0.0827562
2526	99.5852	0.414844
2527	99.6484	0.351569
2528	99.4208	0.579217
2529	99.8575	0.142456
2530	99.566	0.43403
2531	99.8414	0.15859
2532	99.8697	0.130306
2533	99.8569	0.143099
2534	99.9384	0.0615778
2535	99.7542	0.245779
2536	99.9599	0.0400572
2537	99.8949	0.105097
2538	99.8771	0.122896
2539	99.938	0.0619977
2540	99.927	0.0730328
2541	99.8644	0.135589
2542	99.8633	0.136703
2543	99.9107	0.0892677
2544	99.8633	0.136749
2545	99.9354	0.0646481
2546	99.8185	0.181502
2547	99.8549	0.145147
2548	99.9295	0.0704601
2549	99.8928	0.107192
2550	99.635	0.364956
2551	99.9039	0.0961075
2552	99.6631	0.336939
2553	99.9084	0.0915913
2554	99.9527	0.0473055
2555	99.9497	0.0503173
2556	99.7697	0.230307
2557	99.9519	0.0480836
2558	99.9014	0.0985566
2559	99.9192	0.0807742
2560	99.9266	0.0733593
2561	99.9294	0.0705992
2562	99.936	0.0639669
2563	99.9151	0.0848691
2564	99.9371	0.0628751
2565	99.923	0.076997
2566	99.9309	0.0690543
2567	99.9416	0.0583816
2568	99.9182	0.081797
2569	99.6512	0.34883
2570	99.935	0.0650135
2571	99.9422	0.0577575
2572	99.9423	0.0577019
2573	99.9159	0.0841442
2574	98.4071	1.59288
2575	99.8743	0.125693
2576	99.6585	0.341538
2577	99.9516	0.048351
2578	99.9531	0.0468536
2579	99.9432	0.0567733
2580	99.8954	0.104646
2581	99.7882	0.211833
2582	99.7068	0.293162
2583	99.8936	0.106383
2584	99.963	0.0370382
2585	99.064	0.936049
2586	99.9262	0.0737594
2587	98.4067	1.59331
2588	98.9707	1.02927
2589	99.6247	0.375329
2590	99.793	0.207007
2591	99.8984	0.101556
2592	99.8647	0.135329
2593	99.9477	0.0522628
2594	99.9356	0.0644428
2595	99.8004	0.199551
2596	99.9544	0.0456199
2597	99.8979	0.102071
2598	99.892	0.107974
2599	99.9381	0.0619418
2600	99.8024	0.197613
2601	99.8246	0.175422
2602	99.93	0.0700408
2603	99.906	0.0939905
2604	99.8083	0.19165
2605	99.9005	0.0994948
2606	99.8686	0.131372
2607	99.8314	0.168642
2608	99.9148	0.0852138
2609	99.7189	0.281065
2610	99.7744	0.22562
2611	99.3724	0.627623
2612	99.8392	0.160824
2613	99.8484	0.151643
2614	99.8908	0.109209
2615	99.8572	0.142784
2616	99.9639	0.0361222
2617	99.8121	0.187881
2618	99.7386	0.261364
2619	99.8759	0.124067
2620	99.8136	0.186409
2621	99.7364	0.263633
2622	99.2729	0.72709
2623	99.3598	0.640225
2624	99.7452	0.254771
2625	99.4736	0.526419
2626	99.4644	0.535636
2627	99.818	0.182025
2628	99.8972	0.102765
2629	99.8589	0.141148
2630	99.8051	0.194906
2631	99.8716	0.128422
2632	99.8637	0.136348
2633	99.8495	0.150492
2634	99.9385	0.0614706
2635	99.9401	0.0599249
2636	99.8467	0.153303
2637	99.809	0.190989
2638	99.8733	0.126651
2639	99.9434	0.0565782
2640	99.9714	0.0286078
2641	99.9499	0.0501431
2642	99.9599	0.0400716
2643	99.9671	0.0328975
2644	99.9792	0.0208388
2645	99.8503	0.149655
2646	99.4575	0.542511
2647	99.751	0.249021
2648	99.7795	0.220504
2649	99.9246	0.0753976
2650	99.703	0.296956
2651	99.8962	0.103758
2652	99.8287	0.17126
2653	99.8427	0.157288
2654	99.8686	0.131371
2655	99.0047	0.995313
2656	99.3746	0.625374
2657	99.7084	0.291615
2658	99.8642	0.135826
2659	99.4273	0.572691
2660	99.9577	0.0422838
2661	99.7202	0.279755
2662	99.8324	0.167598
2663	99.6791	0.320909
2664	99.7471	0.252908
2665	99.5904	0.409587
2666	98.9427	1.05726
2667	97.9425	2.05746
2668	98.919	1.08103
2669	99.4332	0.566847
2670	99.8105	0.189461
2671	99.9704	0.0295685
2672	99.592	0.408035
2673	99.4682	0.531824
2674	99.6243	0.375702
2675	99.9444	0.0556111
2676	99.9058	0.0941852
2677	99.8841	0.115906
2678	99.0973	0.902679
2679	99.7714	0.228594
2680	99.7603	0.239736
2681	99.7861	0.213904
2682	99.9562	0.0437767
2683	99.9701	0.0299232
2684	99.959	0.0409532
2685	99.931	0.0689889
2686	99.9611	0.0389437
2687	99.9291	0.0708524
2688	99.6005	0.399498
2689	99.4603	0.539738
2690	99.2902	0.709782
2691	98.9778	1.02219
2692	99.5497	0.450303
2693	99.9718	0.0282326
2694	99.9543	0.0456716
2695	99.9803	0.0196815
2696	99.9241	0.0759477
2697	99.171	0.82903
2698	98.8234	1.17661
2699	99.4831	0.516856
2700	99.4891	0.510855
2701	99.1642	0.835807
2702	99.4844	0.515613
2703	99.911	0.0889739
2704	99.4764	0.523586
2705	92.8363	7.16367
2706	99.0589	0.941148
2707	99.8933	0.106652
2708	99.8976	0.102416
2709	99.9418	0.0581569
2710	99.914	0.08598
2711	99.9571	0.0428814
2712	99.8769	0.123086
2713	99.8624	0.137557
2714	99.8025	0.197532
2715	99.5671	0.432854
2716	99.3067	0.693283
2717	99.7019	0.298066
2718	99.5787	0.421311
2719	99.5453	0.454701
2720	99.3482	0.651848
2721	99.8988	0.101206
2722	99.8722	0.127777
2723	99.8681	0.131897
2724	99.8705	0.129456
2725	99.834	0.165981
2726	99.8829	0.117113
2727	99.8364	0.163647
2728	99.9297	0.0703232
2729	99.9672	0.0327748
2730	99.9502	0.0498341
2731	99.8439	0.156118
2732	99.9128	0.08722
2733	99.9284	0.0715904
2734	99.9659	0.034111
2735	99.9283	0.0717222
2736	99.8941	0.105874
2737	99.9069	0.0930934
2738	99.878	0.121958
2739	99.8702	0.129842
2740	99.8879	0.112119
2741	99.896	0.103957
2742	99.917	0.0829593
2743	99.9561	0.0438543
2744	99.8036	0.196368
2745	99.9097	0.0902854
2746	99.6881	0.311944
2747	99.8309	0.169108
2748	99.4362	0.563764
2749	99.6549	0.345122
2750	99.8342	0.165752
2751	99.7063	0.293675
2752	99.8438	0.156193
2753	99.8468	0.153243
2754	99.8181	0.181912
2755	99.7412	0.258787
2756	99.8643	0.135711
2757	99.7892	0.210768
2758	99.967	0.0330343
2759	99.9576	0.0423607
2760	99.9023	0.0976899
2761	99.8918	0.10824
2762	99.912	0.0880489
2763	99.9074	0.0925755
2764	99.937	0.0629569
2765	99.8257	0.17432
2766	99.8198	0.180242
2767	99.9134	0.0866297
2768	99.8335	0.166468
2769	99.9233	0.0767275
2770	99.9341	0.0658818
2771	99.8884	0.111568
2772	99.8726	0.127403
2773	99.8657	0.134314
2774	99.9297	0.0703483
2775	99.8888	0.111165
2776	99.9622	0.0377744
2777	99.8788	0.121152
2778	99.8161	0.183884
2779	99.7323	0.267705
2780	99.7676	0.232418
2781	99.8342	0.165766
2782	99.7875	0.212537
2783	99.6937	0.306283
2784	99.6559	0.344109
2785	99.645	0.355039
2786	99.763	0.236961
2787	99.7265	0.273544
2788	99.7708	0.229175
2789	99.4516	0.548421
2790	99.7137	0.286288
2791	99.9308	0.0691634
2792	99.9021	0.0978809
2793	99.951	0.0489947
2794	99.9459	0.0541292
2795	99.9508	0.0492489
2796	99.6781	0.321852
2797	99.7462	0.25379
2798	99.7636	0.236404
2799	99.8448	0.155196
2800	99.6913	0.308658
2801	99.7418	0.258248
2802	99.5286	0.471358
2803	99.887	0.112967
2804	99.8308	0.169194
2805	99.4955	0.504491
2806	99.7606	0.239422
2807	99.5737	0.426276
2808	99.2887	0.71129
2809	99.5082	0.491798
2810	99.865	0.135021
2811	99.7488	0.251165
2812	99.7081	0.291949
2813	99.7347	0.265332
2814	99.865	0.134977
2815	99.7983	0.201749
2816	99.8074	0.19255
2817	99.8418	0.158209
2818	99.8096	0.190356
2819	99.6596	0.340434
2820	99.7533	0.246702
2821	99.7774	0.222618
2822	99.6922	0.307818
2823	99.7815	0.218518
2824	99.9115	0.0885348
2825	99.9152	0.084788
2826	99.902	0.0979684
2827	99.843	0.156996
2828	99.8886	0.111353
2829	99.8396	0.160431
2830	99.6853	0.314719
2831	99.9306	0.0693745
2832	99.7688	0.231153
2833	99.8051	0.194863
2834	99.8832	0.116759
2835	99.8289	0.171099
2836	99.9568	0.0432068
2837	99.7342	0.265811
2838	99.5582	0.441775
2839	99.6658	0.334197
2840	99.5908	0.409212
2841	99.8425	0.157451
2842	99.7572	0.242826
2843	99.8096	0.190431
2844	99.8279	0.172148
2845	99.9138	0.0861956
2846	99.548	0.451967
2847	99.958	0.0419726
2848	99.9455	0.0545002
2849	99.9826	0.0173655
2850	99.8797	0.120271
2851	99.9094	0.0905515
2852	99.825	0.175018
2853	99.939	0.060961
2854	99.9338	0.0661656
2855	98.7487	1.25132
2856	99.7279	0.272066
2857	99.2226	0.777384
2858	99.1522	0.847814
2859	99.5279	0.472118
2860	99.7388	0.261243
2861	99.8266	0.173355
2862	99.6017	0.398332
2863	99.4183	0.581676
2864	99.9589	0.0411366
2865	99.9435	0.0564817
2866	99.9392	0.0608228
2867	99.9253	0.0747152
2868	99.9407	0.0593301
2869	99.9445	0.0554502
2870	99.6917	0.308298
2871	99.9789	0.0211341
2872	99.7374	0.262552
2873	99.749	0.251031
2874	99.8973	0.102694
2875	99.8634	0.136571
2876	99.8792	0.120806
2877	99.8962	0.103843
2878	99.932	0.0680103
2879	99.9328	0.0672322
2880	99.9024	0.0975644
2881	99.9833	0.0166616
2882	99.7804	0.219605
2883	99.9526	0.0473514
2884	99.9055	0.0944577
2885	99.7994	0.200643
2886	99.9691	0.0308587
2887	99.9846	0.0153875
2888	99.9822	0.0178449
2889	99.9826	0.0173702
2890	99.9201	0.079937
2891	99.9262	0.073793
2892	99.9824	0.0176314
2893	99.8858	0.114181
2894	99.7525	0.247452
2895	99.9638	0.0362499
2896	99.707	0.292989
2897	98.9804	1.01964
2898	98.3907	1.60934
2899	98.5453	1.45465
2900	98.6634	1.33659
2901	98.635	1.36498
2902	98.5892	1.41079
2903	98.6688	1.33115
2904	99.4602	0.53978
2905	99.3882	0.611776
2906	99.3641	0.635916
2907	99.5626	0.437403
2908	99.268	0.731986
2909	99.197	0.802988
2910	99.2098	0.790227
2911	99.5724	0.42765
2912	99.1993	0.800731
2913	99.3151	0.684896
2914	99.3279	0.672052
2915	99.4954	0.504589
2916	99.7341	0.265912
2917	99.8855	0.11452
2918	99.4171	0.582911
2919	99.626	0.373959
2920	99.3653	0.634731
2921	98.6187	1.38128
2922	98.9293	1.07074
2923	98.8624	1.13759
2924	99.3864	0.613559
2925	99.7726	0.227421
2926	99.3094	0.690562
2927	99.5062	0.493847
2928	99.4	0.599977
2929	99.672	0.327996
2930	99.6118	0.388243
2931	99.5202	0.479849
2932	99.5716	0.428427
2933	99.1062	0.893753
2934	99.8465	0.153454
2935	99.1858	0.814223
2936	98.8319	1.16815
2937	99.2156	0.784357
2938	99.5725	0.427488
2939	99.4544	0.54555
2940	99.3462	0.653823
2941	99.2408	0.759182
2942	98.5099	1.49015
2943	99.6328	0.367173
2944	99.1791	0.820884
2945	98.2682	1.73175
2946	98.8903	1.10969
2947	98.5834	1.41659
2948	99.9744	0.0256277
2949	99.9653	0.0347473
2950	99.8946	0.105447
2951	99.8285	0.171495
2952	99.5195	0.480487
2953	99.8974	0.102554
2954	99.9725	0.0275013
2955	99.9726	0.0273652
2956	99.9465	0.0534725
2957	99.9518	0.0481652
2958	99.979	0.0209742
2959	99.8642	0.135816
2960	99.9372	0.0628001
2961	99.8798	0.120229
2962	99.9643	0.0356589
2963	99.9044	0.095622
2964	99.9443	0.05573
2965	99.8666	0.133449
2966	99.9497	0.0502672
2967	99.9612	0.0387501
2968	99.954	0.0460206
2969	99.9515	0.048492
2970	99.9514	0.0486313
2971	99.9649	0.0351198
2972	99.8938	0.106202
2973	99.8503	0.149744
2974	99.9615	0.0385151
2975	99.935	0.0649698
2976	99.9087	0.0913495
2977	99.9743	0.0256824
2978	99.9701	0.0298601
2979	99.9811	0.0189443
2980	99.9791	0.0208665
2981	99.9728	0.0271837
2982	99.8709	0.129128
2983	99.9809	0.0190896
2984	99.7265	0.273475
2985	99.7005	0.2995
2986	99.8928	0.107237
2987	99.7423	0.257675
2988	99.754	0.246044
2989	99.8952	0.104797
2990	99.7223	0.277717
2991	99.6682	0.331832
2992	99.5371	0.46292
2993	99.4574	0.542639
2994	99.6685	0.33154
2995	99.9257	0.0743132
2996	99.9041	0.0959075
2997	99.8868	0.113156
2998	99.9482	0.051818
2999	99.8185	0.18151
3000	99.855	0.145008
3001	99.9447	0.0552522
3002	99.8739	0.126064
3003	99.8654	0.134566
3004	99.8284	0.171554
3005	99.5829	0.417121
3006	99.8862	0.113764
3007	99.8279	0.172133
3008	99.8815	0.118481
3009	99.8985	0.101469
3010	99.8223	0.177681
3011	99.6941	0.305909
3012	99.8455	0.154549
3013	99.8713	0.128716
3014	99.7879	0.212066
3015	99.7425	0.257537
3016	99.6264	0.37364
3017	99.8349	0.165139
3018	99.8054	0.19462
3019	99.8052	0.194759
3020	99.927	0.0730394
3021	99.9438	0.0561541
3022	99.931	0.0689955
3023	99.9116	0.088385
3024	99.7438	0.25621
3025	99.8102	0.189773
3026	99.7929	0.2071
3027	99.8904	0.109607
3028	99.9105	0.0894606
3029	99.9211	0.0789012
3030	99.9803	0.0197307
3031	99.9505	0.0495012
3032	99.9313	0.0687322
3033	99.8351	0.164917
3034	99.7803	0.21969
3035	99.9593	0.0406663
3036	99.8867	0.113308
3037	99.8505	0.149458
3038	99.8534	0.146639
3039	99.6803	0.319697
3040	99.8811	0.118904
3041	99.8456	0.154382
3042	99.9588	0.0411754
3043	99.913	0.0870089
3044	99.9687	0.0313187
3045	99.9745	0.0255498
3046	99.9497	0.0503189
3047	99.9574	0.0425791
3048	99.8785	0.121503
3049	99.9615	0.0385185
3050	99.9753	0.0247406
3051	99.9417	0.0583461
3052	99.9616	0.0384045
3053	99.9669	0.033112
3054	99.9454	0.054568
3055	99.9726	0.0274088
3056	99.9556	0.0443718
3057	99.9426	0.0574244
3058	99.9778	0.0222365
3059	99.9465	0.0535304
3060	99.9684	0.031647
3061	99.9563	0.0437405
3062	99.9636	0.0364219
3063	99.9921	0.00793956
3064	99.9779	0.0221221
3065	99.9655	0.0345367
3066	99.9628	0.037201
3067	99.9783	0.0216991
3068	99.9519	0.0481441
3069	99.9721	0.027852
3070	99.6449	0.355093
3071	99.9089	0.0910552
3072	99.8946	0.105365
3073	99.9713	0.0286688
3074	99.946	0.0539597
3075	99.9465	0.0535065
3076	99.9724	0.0275598
3077	99.9716	0.0284384
3078	99.9679	0.0320691
3079	99.9719	0.0281211
3080	99.7103	0.289739
3081	99.7841	0.215895
3082	99.8735	0.126547
3083	99.8987	0.101299
3084	99.952	0.0479742
3085	99.9767	0.023259
3086	99.9532	0.0467589
3087	99.9547	0.0452781
3088	99.9564	0.0436369
3089	99.9405	0.0595119
3090	99.9251	0.0749159
3091	99.9012	0.0987554
3092	99.9246	0.0754043
3093	99.8217	0.178314
3094	99.7381	0.261883
3095	99.772	0.227979
3096	99.8437	0.156257
3097	99.8805	0.119536
3098	99.9225	0.0774539
3099	99.9049	0.0951128
3100	99.8066	0.193449
3101	99.824	0.17596
3102	99.9131	0.0868696
3103	99.9173	0.0826857
3104	99.893	0.107017
3105	99.8786	0.121441
3106	99.8916	0.108423
3107	99.8916	0.10836
3108	99.8913	0.108687
3109	99.9077	0.0922583
3110	99.9621	0.0378561
3111	99.9404	0.0596343
3112	99.9617	0.0383157
3113	99.9463	0.0537041
3114	99.9282	0.0718165
3115	99.981	0.0190174
3116	99.9602	0.0398209
3117	99.948	0.051961
3118	99.9812	0.0188367
3119	99.9737	0.0262776
3120	99.9689	0.0310868
3121	99.9654	0.0346214
3122	99.9629	0.037123
3123	99.9764	0.0236294
3124	99.9855	0.0144847
3125	99.9634	0.0366473
3126	99.9872	0.0128225
3127	99.9929	0.00706111
3128	99.9859	0.0141287
3129	99.9892	0.0107977
3130	99.9804	0.0196414
3131	99.9741	0.0259203
3132	99.9672	0.0328156
3133	99.9686	0.0314137
3134	99.9568	0.0432022
3135	99.9625	0.0374757
3136	99.9268	0.0732263
3137	99.9888	0.011194
3138	99.9948	0.00520569
3139	99.9944	0.00555526
3140	99.9751	0.0249139
3141	99.8918	0.108151
3142	99.9266	0.0733917
3143	99.9263	0.0736976
3144	99.9767	0.0233347
3145	99.934	0.0660407
3146	99.967	0.0330003
3147	99.9035	0.0964869
3148	99.9769	0.023104
3149	99.9571	0.0428877
3150	99.9522	0.0477739
3151	99.9491	0.0508883
3152	99.9383	0.061709
3153	99.8613	0.138671
3154	99.7016	0.298412
3155	99.7711	0.228878
3156	99.9186	0.0814344
3157	99.9367	0.0632537
3158	99.9676	0.0324204
3159	99.9573	0.0426942
3160	99.8904	0.109574
3161	99.6816	0.318425
3162	99.8449	0.155109
3163	99.9884	0.0115985
3164	99.9845	0.0155234
3165	99.9394	0.0606268
3166	99.9742	0.0257515
3167	99.981	0.0189763
3168	99.937	0.0629653
3169	99.8827	0.117336
3170	99.9562	0.0437903
3171	99.9651	0.0349129
3172	99.914	0.0860083
3173	99.8057	0.194265
3174	99.977	0.022956
3175	99.585	0.415021
3176	99.9368	0.063242
3177	99.9643	0.0357139
3178	99.9242	0.0758463
3179	99.9641	0.0359274
3180	99.9647	0.0352648
3181	99.9436	0.0563855
3182	99.9786	0.0214187
3183	99.9506	0.0494496
3184	99.9563	0.0436911
3185	99.9388	0.061194
3186	99.8317	0.168284
3187	99.5309	0.469109
3188	99.9736	0.0264244
3189	99.8138	0.18618
3190	99.9567	0.0432916
3191	99.9516	0.0483569
3192	99.9666	0.0334193
3193	99.9582	0.0418
3194	99.9602	0.0398323
3195	99.981	0.0190062
3196	99.9789	0.0210697
3197	99.9755	0.0244892
3198	99.9722	0.0278027
3199	99.9726	0.027372
3200	99.9687	0.0313014
3201	99.9743	0.0256923
3202	99.9666	0.0333762
3203	99.948	0.051963
3204	99.9698	0.0302249
3205	99.9677	0.0322932
3206	99.9756	0.0244028
3207	99.9872	0.0127504
3208	99.9544	0.0456066
3209	99.9683	0.0316896
3210	99.934	0.0659926
3211	99.9488	0.0512488
3212	99.9734	0.0265813
3213	99.9805	0.0195422
3214	99.9683	0.0317274
3215	99.9527	0.0472701
3216	99.9744	0.0256185
3217	99.9815	0.0184711
3218	99.992	0.00802505
3219	99.9811	0.0188695
3220	99.9594	0.0405847
3221	99.9788	0.0211554
3222	99.9803	0.0197282
3223	99.9584	0.041556
3224	99.9463	0.0537377
